tag_grouping,message,category_20,bucket_original,full_conversion
AnD,"Hi Emmanuel, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,Hi Brandon! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,"Hey Brandon, it's Alex from DoorDash. I called earlier to see if anything is holding you back from making your first delivery. If you don't want to hear from me just reply stop, but is there anything I can help you with to get out there?",Needs Guidance,TSI-WN-001,
AnD,"Hi Brandon, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,"Hi Donald, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,Hi Donald! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,"Hey Donald, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,"Hi Alejandro, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,"Hey Alejandro, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,"Hi Alejandro, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",App Issues,TSI-WN-001,
AnD,"Hey Jessica, it's Alex from DoorDash. I called earlier to see if anything is holding you back from making your first delivery. If you don't want to hear from me just reply stop, but is there anything I can help you with to get out there?",Needs Guidance,TSI-WN-001,
AnD,"Hi Jessica, your area is expected to be busy this weekend! This is a great opportunity to make some money and I want to make sure you're ready to go! Do you have 15-20 min today or tomorrow to try out your first dash to prepare?",Personal Circumstances,TSI-WN-001,
AnD,"Personally, I find that the weekends are when I make the most money. Our busiest times are from 11-2 & 5-9. Does Saturday or Sunday work better?",Personal Circumstances,TSI-WN-001,
AnD,"No, I don't find there's enough money to do it",Payment Questions,TSI-WN-001,
AnD,"Hi Jessica, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,"Hi This is Alex, just checking back in. Looks like you haven't been able to get that first delivery yet, are you still interested in earning extra income with DoorDash?",Earnings Concerns,TSI-WN-001,
AnD,"Hey Bryanna, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,"No worries! Totally understand. Lots of the Dashers (myself included) I talk to work full time and use DoorDash as a side gig to earn extra money whenever they have a little spare time. Deliveries on average take about 15 minutes. In the meantime, just getting started qualifies you for the activation kit- and once you do that initial one, you can pause dashing while you find a schedule that works for you, but at least everything will be locked down for you to make some quick cash when you need it! Is doing this (should take about 15-25 mins) manageable for you this weekend? :-)",Equipment Concerns,TSI-WN-001,True
AnD,I signed up to have on the side like a side job,Documents,TSI-WN-001,True
AnD,Can you send me a screenshot of your current screen?,Unclassified,TSI-WN-001,False
AnD,The app don't tell nothing,App Issues,TSI-WN-001,False
AnD,Yes,Unclassified,TSI-WN-001,False
AnD,"Hey Eugenio, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,Hi Richard! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,"Hey Richard, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,"Hi Richard, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,"Hey, it's Alex! This weekend is looking really busy, do you have any free time to try making your first deliveries?",Personal Circumstances,TSI-WN-001,True
AnD,"I want to make supermarket deliveries, I don't need the red card to start working.",Equipment Concerns,TSI-WN-001,True
AnD,"You signed up for the dasher crimson card? If so you'll have instant access to your earnings with the digital wallet! If you mean the red card used for orders needing in store payment, you wont need it yet and its sent after your first dash, orders are already paid for! (bag is also sent after) When were you looking to get your first pay out?",Equipment Concerns,TSI-WN-001,True
AnD,"Hey Raul, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,I need to order my card please,Vehicle Issues,TSI-WN-001,True
AnD,"Hey Raul! most supermarket orders require the red card, to get it you just need to do one delivery. do you have 15-30 minutes to try a dash tonight or tomorrow? I want to make sure your first dash goes well and get you the red card for those orders ASAP",Equipment Concerns,TSI-WN-001,True
AnD,"PRO TIPS:
1.) You can schedule yourself to get priority, but it's not required!!! The schedule updates everyday @ midnight
2.) Peak times are around 11-2 and 5-9 and typically are the best times to ""Dash Now""
3.) Your orders are based on location, make sure to hang out by lots of restaurants. Hotspots can be competitive!
4.) Here is a video to walk you through your first delivery: https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap.",Needs Guidance,TSI-WN-001,False
AnD,"Hey Sheilis, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,no orders fall,Market Concerns,TSI-WN-001,False
AnD,"Did you drive in the red zones first then hit ""Dash Now"" also did you go during Peak Times?",Scheduling Issues,TSI-WN-001,False
AnD,"Hi This is Alex, just checking back in. Looks like you haven't been able to get that first delivery yet, are you still interested in earning income with DoorDash?",Earnings Concerns,TSI-WN-001,
AnD,Sorry I've been sick and haven't been able to get out,Unclassified,TSI-WN-001,
AnD,"Sorry to hear that! I hope you feel better soon. In the meantime, what got you interested in DoorDash ?",Scheduling Issues,TSI-WN-001,
AnD,No not right now thank you,Unclassified,TSI-WN-001,
AnD,"Sorry to hear that...If you don't mind me asking, what made you change your mind?",Unclassified,TSI-WN-001,
AnD,"Hey Belinda, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,I just have a lot going on right now and I don't think I will have time like I thought I would,Scheduling Issues,TSI-WN-001,
AnD,"Hey, it's Alex. I want to help you get started with DoorDash, but I remember you said you were sick. Are you feeling better and are you ready to get started?",Needs Guidance,TSI-WN-001,
AnD,Make a little extra money,Payment Questions,TSI-WN-001,
AnD,"Hi Belinda, following up on my last text. Your area has been busy recently! Are you still interested in working with DoorDash? -Alex",Personal Circumstances,TSI-WN-001,
AnD,"Hey Christian, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,"Hey friend, it's Alex with DoorDash just checking in! I noticed you still haven't dashed and it's important for your account to do at least 1 delivery! After the first, you're welcome to use as needed moving forward. This will get everything permanently setup for future use! Do you have 15mins to do 1 delivery today?",Unclassified,TSI-WN-001,False
AnD,"Hey Alex! Sorry it's so late. I am figuring out how to make my schedule work, but should have a better idea of when I'll be available this weekend.",Needs Guidance,TSI-WN-001,False
AnD,"Hey there, Just letting my dashers know this weekend will be peak earning opportunities! I'm heading out myself, I usually make $200-300, just depends when, where, and how often I'm dashing. I know life is chaotic and you have a lot going on so if you want easy money in your account this weekend, I'd love for you to take advantage! Did you have 15mins to get started?",Personal Circumstances,TSI-WN-001,False
AnD,"This weekend would work perfect! 
Pro-tip #1: Check the schedule and map often. 11:30am and 5:30pm are two of the best times to look.
 
Pro-tip #2: Dash by top restaurants to get more orders. Download the food delivery app to see where most orders or promos are.

Pro-tip #3: Drive to the red areas to Dash Now! If you miss the schedule, this is where you'll find the most deliveries.
 
Pro-tip #4: Check the app just after midnight (12:01am) to check for the newest schedule release

Text / call me here if you have questions 🤙🏼

Here is a video and more info on how to dash: 
https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap?language=en_US",Needs Guidance,TSI-WN-001,False
AnD,Good sorry,Encouragement,TSI-WN-001,False
AnD,"I just realized I never put my bank information in yet. I can do that later, right",Payment Questions,TSI-WN-001,False
AnD,Okay sounds good! It should be busier towards the weekend as well.,Encouragement,TSI-WN-001,False
AnD,Hey Tiffany! I just wanted to check in and see how things were going with your app? - Samantha from DoorDash,App Issues,TSI-WN-001,False
AnD,Hi Tiffany! I hope all is well. Any questions about the app so far? - Samantha from DoorDash,Needs Guidance,TSI-WN-001,False
AnD,"OK, it finally worked. I'm not gonna do this one. I don't go to Camden.",Unclassified,TSI-WN-001,False
AnD,"Hey Tiffany, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,No problem!,Unclassified,TSI-WN-001,False
AnD,That's about it for the day since I don't like to drive when it gets dark,Scheduling Issues,TSI-WN-001,False
AnD,I think I know why i don't get stuff,Unclassified,TSI-WN-001,False
AnD,No worries!,Unclassified,TSI-WN-001,False
AnD,No problem! Let me know if you have any questions 👌,Needs Guidance,TSI-WN-001,False
AnD,No problem and awesome 👏,Unclassified,TSI-WN-001,False
AnD,"Hi Tiffany, good luck on your first dashes today! Reach out if you have any questions before starting. While Dashing, you can also use in-app support :)",Needs Guidance,TSI-WN-001,False
AnD,Thank you you also,Unclassified,TSI-WN-001,False
AnD,Thanks 🙏,Encouragement,TSI-WN-001,False
AnD,Is there a time limit? I have to run home real quick and get my phone charger it's gonna die so I'm just like a few minutes down the road from where the pick up is.,Scheduling Issues,TSI-WN-001,False
AnD,Here's more info on how to do that: https://help.doordash.com/dashers/s/article/How-do-I-add-or-update-my-bank-account-information?language=en_US,Needs Guidance,TSI-WN-001,False
AnD,I got two today,Unclassified,TSI-WN-001,False
AnD,Shame ihop was around the corner too,Unclassified,TSI-WN-001,False
AnD,Here is our New Dasher Guide: https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap?language=en_US,Needs Guidance,TSI-WN-001,False
AnD,"Loved ""Pro Tips: Busiest, most profitable times are usually 11-2 & 5-9, schedules are released at 12am, Red Areas=Dash Now & dashing by top national chains should help you receive more orders!""",Needs Guidance,TSI-WN-001,False
AnD,Nice talking with you Tiffany! We are excited for you to start earning with us. Here are some resources that will help on your first dashes:,Needs Guidance,TSI-WN-001,False
AnD,It was cute it made a ring and I was like what is that,Unclassified,TSI-WN-001,False
AnD,Awesome! Let me know if you have any questions 👍,Needs Guidance,TSI-WN-001,False
AnD,Please feel free to reach out if you have any questions; this is my direct line. Here is the 24/7 Dasher Support number if I am not available 855-431-0459.  - Samantha from DoorDash,Needs Guidance,TSI-WN-001,False
AnD,All done,Unclassified,TSI-WN-001,False
AnD,Something about background check?,Background Check,TSI-WN-001,False
AnD,Awesome! Great job Tiffany 👍,Encouragement,TSI-WN-001,False
AnD,Thank you I'm so excited but I did one so far,Documents,TSI-WN-001,False
AnD,"You should be okay, if you receive a message in the app I would message the live support team by tapping the question mark in the top right corner to let them know and they'll adjust everything accordingly 👍",App Issues,TSI-WN-001,False
AnD,I'm on my way right now. It's not too far from where I am.,Location Questions,TSI-WN-001,False
AnD,I did restart the app so we will see if it worked,App Issues,TSI-WN-001,False
AnD,Ok cold,Unclassified,TSI-WN-001,False
AnD,I did check last night when k was in East gate to see if there was any but but was around 845 pm I do plan to try in the next few days today I work until 830,Scheduling Issues,TSI-WN-001,False
AnD,"Okay Tiffany, no worries. If the order is too far there no need to accept it. You should get another one soon if you have some time. 👍",Scheduling Issues,TSI-WN-001,False
AnD,Dash Along the Way how to: https://help.doordash.com/merchants/s/article/Dasher-Commute-Tools?language=en_US,Needs Guidance,TSI-WN-001,False
AnD,I did put on for a little nothing in my area,Documents,TSI-WN-001,False
AnD,Let me know if you have any questions 👍 Hope you have a great rest of your day Tiffany!,Needs Guidance,TSI-WN-001,False
AnD,I will thanks,Encouragement,TSI-WN-001,False
AnD,He got it in person,Unclassified,TSI-WN-001,False
AnD,,Unclassified,TSI-WN-001,False
AnD,"Yes 👍 once you end your dash you can add that in the ""Earnings"" section",Payment Questions,TSI-WN-001,False
AnD,"Pro Tips: Busiest, most profitable times are usually 11-2 & 5-9, schedules are released at 12am, Red Areas=Dash Now & dashing by top national chains should help you receive more orders!",Needs Guidance,TSI-WN-001,False
AnD,Yes thanks again will keep trying,Encouragement,TSI-WN-001,False
AnD,Dash Along the Way how to: https://help.doordash.com/merchants/s/article/Dasher-Commute-Tools?language=en_US,Needs Guidance,TSI-WN-001,False
AnD,I got my first one,Unclassified,TSI-WN-001,False
AnD,Hi Richmond! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,"Hi Richmond, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,
AnD,"Hey Richmond, it's Alex from DoorDash. I called earlier to see if anything is holding you back from making your first delivery. If you don't want to hear from me just reply stop, but is there anything I can help you with to get out there?",Needs Guidance,TSI-WN-001,
AnD,"Hey Martè, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,Hi Martè! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,Hi Martè! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,
AnD,"Yes, a little extra income definitely doesn't hurt :) Pay is on avg $20/ hour and with peak pay, a lot of our dashers make $100-200/day, does this sound good for you?",Payment Questions,TSI-WN-001,
AnD,"Hey Jorge, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,As soon as the dictor clearsme il let you know . Thanks for considering my cituation,Documents,TSI-WN-001,
AnD,I've  been having health issues.,Unclassified,TSI-WN-001,
AnD,Yes sir,Unclassified,TSI-WN-001,
AnD,Thank you sir,Unclassified,TSI-WN-001,
AnD,"Concept, making extra money, serving people.",Payment Questions,TSI-WN-001,
AnD,Can I  reply to this number when I'm ready to reoresent door das to the best of my avility?,Scheduling Issues,TSI-WN-001,
AnD,"Sounds good! The last step is to confirm your first dash to send your welcome kit and make you a priority dasher so you can take advantage of peak pay on future dashes, what day were you hoping to try your first 15 min dash?",Payment Questions,TSI-WN-001,
AnD,"No problem, hope you feel better soon!",Unclassified,TSI-WN-001,
AnD,"Hey Jorge, just a reminder that you're clear to start dashing now!🎉Dashers are making about $100-200/day during the lunch or dinner rush from 11-2pm or 5-9pm 💸

Please click the RED ZONE and ""DASH NOW"" or ""DASH ALONG THE WAY"" to start earning money with us! Here's the number to 24/7 support if you need anything :) 1-855-973-1040",Payment Questions,TSI-WN-001,
AnD,"Sorry to hear that but glad you were prioritizing your health, great thing is you can dash anytime :) If you don't mind me asking, what got you interested in Doordash?",Scheduling Issues,TSI-WN-001,
AnD,Okay thank you so much,Unclassified,TSI-WN-001,False
AnD,Sunday,Unclassified,TSI-WN-001,False
AnD,"Great! Here are some Pro Tips: Busiest times are 11am-2pm & 5pm-9pm. Schedule times are refreshed at 12am. Red Areas=Dash Now & dashing by top national restuarant chains (Wendy's, Chipotle, Chick-fil-A, etc.) should help you receive more orders!",Needs Guidance,TSI-WN-001,False
AnD,I had to get my car looked at it was running hot,Vehicle Issues,TSI-WN-001,False
AnD,"Hi Cheyenne, good luck on your first dashes today! Reach out if you have any questions before starting. While Dashing, you can also use in-app support :)",Needs Guidance,TSI-WN-001,False
AnD,Of course! I know you will crush it!,Unclassified,TSI-WN-001,False
AnD,Perfect! Here is a video and more info on how to dash: help.doordash.com/dashers/s/article/New-Dasher-Roadmap,Needs Guidance,TSI-WN-001,False
AnD,Sure! Tomorrow will be great.,Encouragement,TSI-WN-001,False
AnD,Oh no! When will the car be out of the shop?,Scheduling Issues,TSI-WN-001,False
AnD,Can i actually start tomorrow im sorry had an family emergency,Personal Circumstances,TSI-WN-001,False
AnD,Should be Saturday,Unclassified,TSI-WN-001,False
AnD,"Great! Personally, I find that the weekends are when I make the most money. Our busiest times are from 11-2 & 5-9. Does Saturday or Sunday work better?",Personal Circumstances,TSI-WN-001,False
AnD,Yes I'll start tomorrow morning after I drop my son off at school,Unclassified,TSI-WN-001,False
AnD,"Hi Cheyenne, just checking in. Are you still interested in DoorDash? It's been busy in your area and I'd hate for you to miss out!
-Alex from DoorDash",Personal Circumstances,TSI-WN-001,False
AnD,"Hey Cheyenne, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,"Hi sumaya, good luck on your first dashes today! Reach out if you have any questions before starting. While Dashing, you can also use in-app support :)",Needs Guidance,TSI-WN-001,
AnD,"sumaya, it was a pleasure speaking with you! Excited for you to start earning a flexible income with DoorDash.. Good Luck on your first few deliveries, and feel free to reach out if you need anything!",Encouragement,TSI-WN-001,
AnD,"Pro-Tips: Our peak times are 11-2 & 5-9 daily. Just head to a red zone, hit Dash Now, and start earning! National food chains often have the most orders. Let's maximize your time on the road and make every dash count!",Scheduling Issues,TSI-WN-001,
AnD,"sumaya, flexible income is a lot easier to make when there's the demand of a sporting event to take advantage of! There are NBA games going on today and there more games on tomorrow! Which of these days will you be making the most money with DoorDash?",Payment Questions,TSI-WN-001,
AnD,"Hey sumaya, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,Here is the link with more info + quick video to help you get started. https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap?language=en_US,Needs Guidance,TSI-WN-001,
AnD,"Hey sumaya, I remember you were headed out dashing a few days back, but I saw you never completed any deliveries. Did plans change?",Documents,TSI-WN-001,
AnD,Sounds great! :),Encouragement,TSI-WN-001,True
AnD,"That's great news! Let me know if you have additional feedback! We do recommend doing at least one dash a week if you can for the first month! Just helps get your account and acceptance rate rolling, let me know if that is doable for you!",Needs Guidance,TSI-WN-001,True
AnD,Ok thank you! I've completed 6 deliveries today.,Unclassified,TSI-WN-001,True
AnD,"Hey Kimberly, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,"Yes, that's doable.",Unclassified,TSI-WN-001,True
AnD,Hey! Just balancing my schedule between work. But it's not busy the days I tried to dash. I think I'll go to different cities and try as well.,Market Concerns,TSI-WN-001,True
AnD,"I am so sorry you didn't have much luck on your first try at dashing! 
Try this next time you go out:
1.Make sure your phone's wifi is completely turned off.  Using mobile data works much better and if you have the option for wifi on, it may try to connect to a restaurant's wifi in the background causing connection errors.  
2.If you see a fire icon in your zone, make sure to click on it and press ""Navigate to hot spot"".  Hot spots are busy restaurants or stores where you should get an order much quicker! 

Pro-tip #1: Check the schedule and map often. 11:30am and 5:30pm are two of the best times to look.
 
Pro-tip #2: Dash by top restaurants to get more orders. Download the food delivery app to see where most orders or promos are.

Pro-tip #3: Drive to the red areas to Dash Now! If you miss the schedule, this is where you'll find the most deliveries.
 
Pro-tip #4: Check the app just after midnight (12:01am) to check for the newest schedule release

Text / call me here if you have questions 🤙🏼",Personal Circumstances,TSI-WN-001,True
AnD,"Hey Cecilia , its Alex with onboarding over at Door Dash.",Unclassified,TSI-WN-001,True
AnD,"Hey Cecilia, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,"Here are those tips for delivery:

Pro-tip #1: Check the schedule & map often. 11:30am and 5:30pm are two of the best times to look.

Pro-tip #2: Dash by top restaurants to get more orders. Search """"DoorDash Restaurants"""" on Google Maps to see nearby partner restaurants.

Pro-tip #3: Drive to the red areas to Dash Now! If you miss the schedule, this is where you'll find the most deliveries.

Pro-tip #4: Schedules are released 5 days in advance at midnight.

This will help you to secure slots for the lunch & dinner rushes. Text / call me here if you have questions! Good luck dashing.",Needs Guidance,TSI-WN-001,True
AnD,Hi María! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,False
AnD,"Hey María, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,"Hi María, following up on my last text. Your area has been busy recently! Are you still interested in working with DoorDash? -Alex",Personal Circumstances,TSI-WN-001,False
AnD,day,Unclassified,TSI-WN-001,True
AnD,whats the limit i can make in a dat,Unclassified,TSI-WN-001,True
AnD,There is no limit,Unclassified,TSI-WN-001,True
AnD,"Hey, this is Alex, just checking in! How did those dashes go?",Documents,TSI-WN-001,True
AnD,how many times can i access the money within the day,Payment Questions,TSI-WN-001,True
AnD,"Oh okay! No worries, Do you have any questions before you start?",Needs Guidance,TSI-WN-001,True
AnD,"Hey taylor, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,"ive been on vacation, im starting tmr",Unclassified,TSI-WN-001,True
AnD,"Hey Destiny, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,Yes,Unclassified,TSI-WN-001,True
AnD,Amazing!! So glad to hear it! Do you have 15-20 minutes to try a dash today or tomorrow? I want to make sure your first dash goes well.,Unclassified,TSI-WN-001,True
AnD,"Hi Destiny, Alex here. Your area has been busy recently! Are you still interested in working with DoorDash?",Personal Circumstances,TSI-WN-001,True
AnD,Enjoy your vacation :),Unclassified,TSI-WN-001,True
AnD,"Hey Juan, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,True
AnD,im had to leave for vacation to other country ill be back preety soon this days and ill be ready to dash,Encouragement,TSI-WN-001,True
AnD,pretty good thanks,Encouragement,TSI-WN-001,False
AnD,yes,Unclassified,TSI-WN-001,False
AnD,i completed one about 15 minutes ago,Unclassified,TSI-WN-001,False
AnD,"Hey Kimora, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
AnD,"Great! It takes about 24 hours for everything to reflect on my side, but how did everything go for you?",Scheduling Issues,TSI-WN-001,False
AnD,No worries. We want to make sure your first delivery goes smoothly so we can send your free gift once it's complete. Can you complete at least your first delivery today or tomorrow?.,Unclassified,TSI-WN-001,False
AnD,"Hi Kimora, following up on my last text. Your area has been busy recently! Are you still interested in working with DoorDash? -Alex",Personal Circumstances,TSI-WN-001,False
AnD,"Hi Ryan, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",App Issues,TSI-WN-001,
AnD,"Hi Ryan, following up on my last text. Your area has been busy recently! Are you still interested in working with DoorDash? -Alex",Personal Circumstances,TSI-WN-001,
AnD,"Hey Ryan, it's Alex, I called earlier about your DoorDash Account because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,Sounds Great!,Encouragement,TSI-WN-001,
AnD,I strongly recommend getting your 1st dash complete ASAP so DoorDash can send your welcome kit (Red DoorDash Card & Hot Bag) these items will give you more delivery options allowing you to potentially receive a substantially higher percentage of orders when you dash so you can maximize your earnings!,Equipment Concerns,TSI-WN-001,
AnD,"Hi Amanda, good luck on your first dashes today! Reach out if you have any questions before starting. While Dashing, you can also use in-app support :)",Needs Guidance,TSI-WN-001,
AnD,"PRO TIPS:
1.) You can schedule yourself to get priority, but it's not required!!! The schedule updates everyday @ midnight
2.) Peak times are around 11-2 and 5-9 and typically are the best times to ""Dash Now""
3.) Your orders are based on location, make sure to hang out by lots of restaurants. Hotspots can be competitive!
4.) Here is a video to walk you through your first delivery: https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap.",Needs Guidance,TSI-WN-001,
AnD,"I appreciate your patience, Amanda. There might have been a glitch in the Dasher App. I'm sorry you had an issue with your first deliveries. Have you tried to log out of your account and log back in there might have been a update needed as well! How about giving it another shot this weekend during peak times and see what happens?!",Scheduling Issues,TSI-WN-001,
AnD,That's great to hear! 🚗💨 Can you schedule your first dash for tomorrow?,Scheduling Issues,TSI-WN-001,
AnD,Got it! The rodeo sounds fun!,Unclassified,TSI-WN-001,
AnD,"I understand your frustration, Amanda. The app can sometimes show orders that are already completed. Are you open to trying again during peak hours? It usually gets busier then!",Scheduling Issues,TSI-WN-001,
AnD,"Yes, I explained that to you already in a previous message.",Encouragement,TSI-WN-001,
AnD,"I plan to begin this week, thanks for checking in!",Encouragement,TSI-WN-001,
AnD,"I haven't tried that, but absolutely can",Unclassified,TSI-WN-001,
AnD,I'm working the rodeo this weekend,Unclassified,TSI-WN-001,
AnD,"Yes, I'll be dashing on Sunday",Unclassified,TSI-WN-001,
AnD,"Hey Amanda, I remember you were headed out dashing a few days back, but I saw you never completed any deliveries. Did plans change?",Documents,TSI-WN-001,
AnD,"Exciting times ahead! You're all set to Dash! Can you fit in your first delivery this weekend? Events are happening, and it's a great chance to earn! .",Scheduling Issues,TSI-WN-001,
AnD,"Hey Amanda, Just a heads up! This weekend is going to be BIG lots of money to be made form all the events going on. I don't want you to miss out!",Payment Questions,TSI-WN-001,
AnD,I tried dashing the other day and it was complete BS. Not sure I'll continue with it. I had picked up a dash and I drove all the way to the pizza place only to find out someone already picked it up and delivered it. That's inefficient at its finest.,Needs Guidance,TSI-WN-001,
AnD,"Hey Amanda, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,
AnD,"PRO TIPS:
1.) You can schedule yourself to get priority, but it's not required!!! The schedule updates everyday @ midnight 
2.) Peak times are around 11-2 and 5-9 and typically are the best times to ""Dash Now"" 
3.) Your orders are based on location, make sure to hang out by lots of restaurants. Hotspots can be competitive!
4.) Here is a video to walk you through your first delivery: https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap",Needs Guidance,TSI-WN-001,False
AnD,"Hi blayne, good luck on your first dashes today! Reach out if you have any questions before starting. While Dashing, you can also use in-app support :)",Needs Guidance,TSI-WN-001,False
AnD,"Hi Blayne, it seems that we lost connection. Just following up—were you able to complete your first dash, or are you planning to start this week? Text me back, and I'll be happy to help you find the best time for you to start! -Mike with DoorDash",Needs Guidance,TSI-WN-001,False
AnD,"Hey blayne, Mike with DoorDash here, it was a pleasure speaking with you! Excited for you to start earning flexible income to help with bills and groceries .. Good Luck on your first few deliveries this weekend, and feel free to reach out if you need anything!",Needs Guidance,TSI-WN-001,False
AnD,"Hey blayne, it's Alex from DoorDash. I'm reaching out because I saw you hadn't made any deliveries yet. If you don't want to hear from me just reply stop, but is there anything keeping you from starting today?",No Interest,TSI-WN-001,False
