Inbound_Message,Bucket_ID,Bucket_Title,Suggested_Response_Strategy,Did_Convert,BGC_Conversion
Yes I did the background I think that's what I'm waiting on,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
Yes I have a ID,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,True
Yes but it's asking me to scan my id which I've lost I have the id number & a picture of it but it doesn't give me the option to enter it manually,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",False,True
Yes it said that now they want social security number etc..,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,True
Yes there is something holding it back I'm still waiting on the identity verification,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
"Yes, I did",OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",False,True
"Yes, I did",OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",True,True
"Yes, over 18. ID is valid.",OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",True,True
"Yes, there is something wrong with the app. It will not let me take a selfie to finish identifying me.",OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",False,True
Yes. I failed the identity verification because my face scan was blurry and it stopped me. I emailed support and they said they fixed it so I could retry but it is not letting me. Please advise I would like to start. Thanks,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
Yup I did thank you,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",True,True
did i finish the application completely?,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",True,True
do i need to keep the app open while it verifies my identity? it's still taking a while,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
i didn't know you had to be 18,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
i was just waiting on the identity verification!,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,True
yes i'm out of the state right now that's why i didn't finish the application  i will be back next week sorry,OBJ-DL-001,No Driver's License,"1) Gently affirm that a valid driver's license is required to get started. | 2) Ask if they're just waiting on a replacement or if it's a different situation, to see how to best support or advise. | 3) If it's not a temporary issue, let them know they may not qualify at this time but can return once they do. | 4) Confirm with the dasher if they’re in a biking market, and if so, encourage them to dash via biking if possible to get a head start on earning. | SOCIAL PROOF: Totally hear you—if you've got the car and insurance, it's frustrating to feel like you're ready but stuck.; A lot of folks hit this snag while waiting for a renewed or updated license—it's a common pause but usually temporary. | ASK: Are you currently waiting on a replacement license to arrive?; Was your license recently expired or revoked? | URGENCY: If you're just waiting on a new license to arrive, you'll be ready to go as soon as it's in your hands!",,
Are there any sign up promotions? I am currently working for Uber and it's going well.,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
Got it all working I chose to get the cash immediately then it asked me it again later only giving me a weekly option so I wanted to make sure I get it immediately?,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",False,True
I applied for another job and it did,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
I can't take this job anymore.,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
I don't know what else to do. I would really like to start employment,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
I have a pickup at a 7-Eleven that is liquor. And it's not giving me the directions it's not working like it normally does all it says is return to task but it just takes me to a black screen with the red check mark in the center. What how do I handle liquor because it's not giving me directions,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
I need a job please,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
I tried but it didn't work,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
I've done all of that it's been like 72 hours or more now. All I want to do is be able to work,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
"If I have social security but I don't have a license, only an ID, does the person need social security to start working at this company?",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
It didn't work,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
It didn't work,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
It didn't work,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
"It finally worked, thank you",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,True
"It worked! Thank you Alex, I will continue with the application now.",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
It worked...thanks!,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
"It's a refreshing change since all the jobs I've been replying to have been from AI bots 🤖 

Thank you

Idk if you've had matcha before, but the new drink at Starbucks is pretty good

Oatmilk matcha lavender latte
-light ice
-extra lavender powder mixed in to the milk",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
Nevermind it started working,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,True
No sir that didn't work either,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,True
Not working is there anything else I can do,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
Okay thanks! I just have a couple of questions. So I'm 17 and a junior in high school. Is there a certain age? I have a provisional license does that work?,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
"Security on my phone, will not allow Google read and write access, .y other job insist I keep it that way",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
"Since I work for a company in Michigan, I must get approval for obtaining a 2nd job which I didn't know about until late last week.",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
Sorry just saw this I will work on gettting the picture uploaded tonight,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
"That worked thank you.
But now it keeps popping up as having 2 accounts and I never made 1",OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,True
That worked...thanks!,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",True,True
That's what it says on my computer when I go to do it on my phone it did work before now it's lagging,OBJ-GJ-001,Got New Job / Not Dashing Anymore / Has another job / Recently Employed,"1) Congratulate them on the new job and highlight how dashing can still supplement income and help them reach their financial goals. | 2) Emphasize that many dashers keep DoorDash for additional cash flow around their new schedule. | 3) Suggest starting with minimal hours to see if the extra money fits their new situation. | SOCIAL PROOF: Congratulations, that's exciting! Many dashers I know supplement their primary job with DD.; A lot of new hires keep dashing on weekends for extra income. | ASK: What kind of job are we doing now?; When do you start your new job? | URGENCY: Even a few extra hours each week can give you more financial cushion, would you like to give it a try this weekend?",,
