opportunity_uuid,task_type,content,timestamp
439be4a4-b1ce-4b6f-8966-e2235aee92df,call,Sample call for opportunity 439be4a4-b1ce-4b6f-8966-e2235aee92df,2025-06-01 10:00:00
439be4a4-b1ce-4b6f-8966-e2235aee92df,sms,Sample sms for opportunity 439be4a4-b1ce-4b6f-8966-e2235aee92df,2025-06-01 10:00:00
96b761d5-ed3a-4761-a481-76a4273fce27,call,Sample call for opportunity 96b761d5-ed3a-4761-a481-76a4273fce27,2025-06-01 10:00:00
96b761d5-ed3a-4761-a481-76a4273fce27,sms,Sample sms for opportunity 96b761d5-ed3a-4761-a481-76a4273fce27,2025-06-01 10:00:00
64d5b743-4343-417b-b280-55f1e7726058,call,Sample call for opportunity 64d5b743-4343-417b-b280-55f1e7726058,2025-06-01 10:00:00
64d5b743-4343-417b-b280-55f1e7726058,sms,Sample sms for opportunity 64d5b743-4343-417b-b280-55f1e7726058,2025-06-01 10:00:00
192dade5-1ad6-40cf-a282-14e684980058,call,Sample call for opportunity 192dade5-1ad6-40cf-a282-14e684980058,2025-06-01 10:00:00
192dade5-1ad6-40cf-a282-14e684980058,sms,Sample sms for opportunity 192dade5-1ad6-40cf-a282-14e684980058,2025-06-01 10:00:00
e044cd39-d538-46f5-9026-7b8c7a22bb69,call,Sample call for opportunity e044cd39-d538-46f5-9026-7b8c7a22bb69,2025-06-01 10:00:00
e044cd39-d538-46f5-9026-7b8c7a22bb69,sms,Sample sms for opportunity e044cd39-d538-46f5-9026-7b8c7a22bb69,2025-06-01 10:00:00
f2220376-928c-457a-96be-4f377813ba88,call,Sample call for opportunity f2220376-928c-457a-96be-4f377813ba88,2025-06-01 10:00:00
f2220376-928c-457a-96be-4f377813ba88,sms,Sample sms for opportunity f2220376-928c-457a-96be-4f377813ba88,2025-06-01 10:00:00
0dd5f131-dc7b-4466-b9a0-f8282e82b96b,call,Sample call for opportunity 0dd5f131-dc7b-4466-b9a0-f8282e82b96b,2025-06-01 10:00:00
0dd5f131-dc7b-4466-b9a0-f8282e82b96b,sms,Sample sms for opportunity 0dd5f131-dc7b-4466-b9a0-f8282e82b96b,2025-06-01 10:00:00
6cfd25af-219c-45c9-b44c-cbe2e1d2874e,call,Sample call for opportunity 6cfd25af-219c-45c9-b44c-cbe2e1d2874e,2025-06-01 10:00:00
6cfd25af-219c-45c9-b44c-cbe2e1d2874e,sms,Sample sms for opportunity 6cfd25af-219c-45c9-b44c-cbe2e1d2874e,2025-06-01 10:00:00
a3cd8eb7-b80a-49cf-a18f-9c3210aa9000,call,Sample call for opportunity a3cd8eb7-b80a-49cf-a18f-9c3210aa9000,2025-06-01 10:00:00
a3cd8eb7-b80a-49cf-a18f-9c3210aa9000,sms,Sample sms for opportunity a3cd8eb7-b80a-49cf-a18f-9c3210aa9000,2025-06-01 10:00:00
3a5beab0-5eeb-4722-bc23-155a206a5998,call,Sample call for opportunity 3a5beab0-5eeb-4722-bc23-155a206a5998,2025-06-01 10:00:00
3a5beab0-5eeb-4722-bc23-155a206a5998,sms,Sample sms for opportunity 3a5beab0-5eeb-4722-bc23-155a206a5998,2025-06-01 10:00:00
957f0ffb-47ee-4d6c-9bf6-f154b7f3c782,call,Sample call for opportunity 957f0ffb-47ee-4d6c-9bf6-f154b7f3c782,2025-06-01 10:00:00
957f0ffb-47ee-4d6c-9bf6-f154b7f3c782,sms,Sample sms for opportunity 957f0ffb-47ee-4d6c-9bf6-f154b7f3c782,2025-06-01 10:00:00
d8ed4932-342e-4c6a-8a73-23730d68a249,call,Sample call for opportunity d8ed4932-342e-4c6a-8a73-23730d68a249,2025-06-01 10:00:00
d8ed4932-342e-4c6a-8a73-23730d68a249,sms,Sample sms for opportunity d8ed4932-342e-4c6a-8a73-23730d68a249,2025-06-01 10:00:00
ea8d75ea-d216-4487-9bdb-d4d81f4c776d,call,Sample call for opportunity ea8d75ea-d216-4487-9bdb-d4d81f4c776d,2025-06-01 10:00:00
ea8d75ea-d216-4487-9bdb-d4d81f4c776d,sms,Sample sms for opportunity ea8d75ea-d216-4487-9bdb-d4d81f4c776d,2025-06-01 10:00:00
61b46fb4-3131-457b-9ab9-6f08db808672,call,Sample call for opportunity 61b46fb4-3131-457b-9ab9-6f08db808672,2025-06-01 10:00:00
61b46fb4-3131-457b-9ab9-6f08db808672,sms,Sample sms for opportunity 61b46fb4-3131-457b-9ab9-6f08db808672,2025-06-01 10:00:00
535af1f0-740a-48f3-9c52-bdee52a310f5,call,Sample call for opportunity 535af1f0-740a-48f3-9c52-bdee52a310f5,2025-06-01 10:00:00
535af1f0-740a-48f3-9c52-bdee52a310f5,sms,Sample sms for opportunity 535af1f0-740a-48f3-9c52-bdee52a310f5,2025-06-01 10:00:00
beeaf3f5-4949-44c3-85cf-5b0b3925a592,call,Sample call for opportunity beeaf3f5-4949-44c3-85cf-5b0b3925a592,2025-06-01 10:00:00
beeaf3f5-4949-44c3-85cf-5b0b3925a592,sms,Sample sms for opportunity beeaf3f5-4949-44c3-85cf-5b0b3925a592,2025-06-01 10:00:00
11ad40e9-7f1a-4a9f-b4f1-355a9786e0f3,call,Sample call for opportunity 11ad40e9-7f1a-4a9f-b4f1-355a9786e0f3,2025-06-01 10:00:00
11ad40e9-7f1a-4a9f-b4f1-355a9786e0f3,sms,Sample sms for opportunity 11ad40e9-7f1a-4a9f-b4f1-355a9786e0f3,2025-06-01 10:00:00
62777210-935a-460a-a513-8080b779194b,call,Sample call for opportunity 62777210-935a-460a-a513-8080b779194b,2025-06-01 10:00:00
62777210-935a-460a-a513-8080b779194b,sms,Sample sms for opportunity 62777210-935a-460a-a513-8080b779194b,2025-06-01 10:00:00
73fe5c78-67ce-4f7f-a1fb-790d6bdd5387,call,Sample call for opportunity 73fe5c78-67ce-4f7f-a1fb-790d6bdd5387,2025-06-01 10:00:00
73fe5c78-67ce-4f7f-a1fb-790d6bdd5387,sms,Sample sms for opportunity 73fe5c78-67ce-4f7f-a1fb-790d6bdd5387,2025-06-01 10:00:00
54cb01f7-eedc-43f0-9192-90104cda30b3,call,Sample call for opportunity 54cb01f7-eedc-43f0-9192-90104cda30b3,2025-06-01 10:00:00
54cb01f7-eedc-43f0-9192-90104cda30b3,sms,Sample sms for opportunity 54cb01f7-eedc-43f0-9192-90104cda30b3,2025-06-01 10:00:00
e9c1775e-ed73-4f60-8b60-c18e27d1985a,call,Sample call for opportunity e9c1775e-ed73-4f60-8b60-c18e27d1985a,2025-06-01 10:00:00
e9c1775e-ed73-4f60-8b60-c18e27d1985a,sms,Sample sms for opportunity e9c1775e-ed73-4f60-8b60-c18e27d1985a,2025-06-01 10:00:00
d67ccc09-4857-48e0-8dff-abb570165889,call,Sample call for opportunity d67ccc09-4857-48e0-8dff-abb570165889,2025-06-01 10:00:00
d67ccc09-4857-48e0-8dff-abb570165889,sms,Sample sms for opportunity d67ccc09-4857-48e0-8dff-abb570165889,2025-06-01 10:00:00
a6606931-7d28-4571-851b-1e34605ac36f,call,Sample call for opportunity a6606931-7d28-4571-851b-1e34605ac36f,2025-06-01 10:00:00
a6606931-7d28-4571-851b-1e34605ac36f,sms,Sample sms for opportunity a6606931-7d28-4571-851b-1e34605ac36f,2025-06-01 10:00:00
999bc1f8-6f20-444f-b357-c8d2b42ded83,call,Sample call for opportunity 999bc1f8-6f20-444f-b357-c8d2b42ded83,2025-06-01 10:00:00
999bc1f8-6f20-444f-b357-c8d2b42ded83,sms,Sample sms for opportunity 999bc1f8-6f20-444f-b357-c8d2b42ded83,2025-06-01 10:00:00
663f820e-2abd-4998-9a64-48fcdce7b0cc,call,Sample call for opportunity 663f820e-2abd-4998-9a64-48fcdce7b0cc,2025-06-01 10:00:00
663f820e-2abd-4998-9a64-48fcdce7b0cc,sms,Sample sms for opportunity 663f820e-2abd-4998-9a64-48fcdce7b0cc,2025-06-01 10:00:00
